pid,utt,utt_type,conf,needs_review,utt_ind,outcome
ovieCommemorationRandomPackTCG,ok now I can play either a1 or g2. Suggestions?,Solution Request,1.0,False,3,won
ovieCommemorationRandomPackTCG,I'm assuming I should play h1 now?,Common Ground Question,1.0,False,4,won
p749,I was pondering g2 as my move - I am new to this game so i don't really know any best strategies,Think Aloud,1.0,False,0,lost
p749,I was pondering g2 as my move - I am new to this game so i don't really know any best strategies,Metacomment,0.6666666666666666,False,0,lost
p749,would c8 be a better move in this situation?,Common Ground Question,1.0,False,1,lost
p749,which move is better c8 or g2,Common Ground Question,1.0,False,2,lost
p749,how was my sequence after your advice?,Common Ground Question,1.0,False,3,lost
p749,Is there something I could have done better?,Knowledge Deficit Question,0.3333333333333333,True,4,lost
p749,Is there something I could have done better?,Common Ground Question,0.3333333333333333,True,4,lost
p749,Is there something I could have done better?,Solution Request,0.3333333333333333,True,4,lost
p393,"Okay, what's my strategy here? Where should I be looking next?",Conversational Acknowledgment,0.6666666666666666,False,0,lost
p393,"Okay, what's my strategy here? Where should I be looking next?",Solution Request,1.0,False,0,lost
p393,"I thought I had to trap the other color between 2 of my own. G2 would mean that the line of white discs ends at A8, it's not trapped by a black disc. Is this allowed?",Think Aloud,1.0,False,1,lost
p393,"I thought I had to trap the other color between 2 of my own. G2 would mean that the line of white discs ends at A8, it's not trapped by a black disc. Is this allowed?",Knowledge Deficit Question,0.6666666666666666,False,1,lost
p393,Ohhhh I got it. Okay thanks. Is there a reason G2 wouldn't be my best bet then? Please make a recommendation.,Conversational Acknowledgment,1.0,False,2,lost
p393,Ohhhh I got it. Okay thanks. Is there a reason G2 wouldn't be my best bet then? Please make a recommendation.,Common Ground Question,1.0,False,2,lost
p393,Ohhhh I got it. Okay thanks. Is there a reason G2 wouldn't be my best bet then? Please make a recommendation.,Metacomment,0.6666666666666666,False,2,lost
p393,Ohhhh I got it. Okay thanks. Is there a reason G2 wouldn't be my best bet then? Please make a recommendation.,Solution Request,1.0,False,2,lost
p393,Okay what should I do next?,Conversational Acknowledgment,0.6666666666666666,False,3,lost
p393,Okay what should I do next?,Solution Request,1.0,False,3,lost
p222,what would be the best move here to take a white chip and set me up for future successes,Solution Request,1.0,False,0,won
p222,why is the a8 corner usually dangerous?,Knowledge Deficit Question,1.0,False,1,won
p222,what would you anticipate would be white's next move if I put the chip in b7?,Common Ground Question,1.0,False,2,won
p222,is there an unorthodox move I could make now that might surprise white and cause them to make a mistake?,Solution Request,1.0,False,3,won
p222,what can I do to in future moves to insure that the tradeoff is less risky?,Knowledge Deficit Question,0.6666666666666666,False,4,won
p62,should i move h2 to h1 to block the row of whites?,Common Ground Question,1.0,False,0,won
p62,now what do you recommend,Solution Request,1.0,False,1,won
p62,i think my next move should be a7,Think Aloud,1.0,False,2,won
p62,please can you explian the rules for flipping a disc again,Knowledge Deficit Question,1.0,False,3,won
p62,what determines whether a move is legal and has a dot in that square?,Knowledge Deficit Question,1.0,False,4,won
p838,why can;t i continue,Knowledge Deficit Question,1.0,False,0,lost
p838,engage for 4 more turns?,Metacomment,0.6666666666666666,False,1,lost
p838,what mistake did i make,Knowledge Deficit Question,0.6666666666666666,False,2,lost
p838,ok,Conversational Acknowledgment,1.0,False,3,lost
p838,thanks,Conversational Acknowledgment,1.0,False,4,lost
p722,how does it work this game?,Knowledge Deficit Question,1.0,False,0,lost
p722,im not sure,Metacomment,1.0,False,1,lost
p722,"Only g2 was legal, so it was played for you. The game is over — the final disc count is shown above. Click “Finish” to continue. where is finish?",Think Aloud,0.6666666666666666,False,2,lost
p722,"Only g2 was legal, so it was played for you. The game is over — the final disc count is shown above. Click “Finish” to continue. where is finish?",Knowledge Deficit Question,1.0,False,2,lost
p722,there isnt any button and also,Think Aloud,1.0,False,3,lost
p722,Game ended but Finish button is not visible,Metacomment,0.6666666666666666,False,4,lost
p357,what is the best position for black,Solution Request,1.0,False,0,won
p357,why did the white tile next to me stay white when i palyed b7,Knowledge Deficit Question,1.0,False,1,won
p357,where should i go now and why,Solution Request,1.0,False,2,won
p357,was there a way i could have won?,Knowledge Deficit Question,0.6666666666666666,False,3,won
p357,I feel like you led me to a loss,Think Aloud,0.6666666666666666,False,4,won
p357,I feel like you led me to a loss,Metacomment,0.6666666666666666,False,4,won
p357,you should know the positions,Metacomment,1.0,False,5,won
p137,To be sure I understand where I can go...do I not need to know what my last move was?,Knowledge Deficit Question,1.0,False,0,won
p137,To be sure I understand where I can go...do I not need to know what my last move was?,Metacomment,0.6666666666666666,False,0,won
p137,oh i thought i was going but white went ...hold on!,Think Aloud,1.0,False,1,won
p137,oh i thought i was going but white went ...hold on!,Metacomment,0.6666666666666666,False,1,won
p137,i thought my move would turn those black instead of white,Think Aloud,1.0,False,2,won
p137,ok it was a bit quick.,Think Aloud,0.6666666666666666,False,3,won
p137,ok it was a bit quick.,Conversational Acknowledgment,1.0,False,3,won
p137,a1 would mean I would keep that corner whereas b6 could be reversed,Think Aloud,1.0,False,4,won
p137,a1 looks better,Think Aloud,0.6666666666666666,False,5,won
p137,im guessing g2 is safer than b6?,Think Aloud,1.0,False,6,won
p137,im guessing g2 is safer than b6?,Common Ground Question,1.0,False,6,won
p258,where?!,Solution Request,0.6666666666666666,False,0,lost
p258,now?,Solution Request,1.0,False,1,lost
p258,now?,Solution Request,1.0,False,2,lost
p258,now?,Solution Request,1.0,False,3,lost
p258,now?,Solution Request,1.0,False,4,lost
p284,g2,Think Aloud,1.0,False,0,lost
p284,which one is better?,Solution Request,0.6666666666666666,False,1,lost
p284,okay how do i see good moves like this myself?,Conversational Acknowledgment,0.6666666666666666,False,2,lost
p284,okay how do i see good moves like this myself?,Knowledge Deficit Question,0.6666666666666666,False,2,lost
p284,okay so b7 is the best?,Conversational Acknowledgment,0.6666666666666666,False,3,lost
p284,okay so b7 is the best?,Common Ground Question,1.0,False,3,lost
p284,when can i take a corner,Knowledge Deficit Question,1.0,False,4,lost
p284,which move is good now,Solution Request,1.0,False,5,lost
p284,and now?,Solution Request,1.0,False,6,lost
p284,b6 just gave white a8,Think Aloud,1.0,False,7,lost
p528,what should I have done differently?,Solution Request,0.6666666666666666,False,0,lost
p528,"I see, I didn't realise I would cause such a cascading disaster for myself. I should have asked your advice",Think Aloud,1.0,False,1,lost
p528,"I see, I didn't realise I would cause such a cascading disaster for myself. I should have asked your advice",Metacomment,0.6666666666666666,False,1,lost
p528,"that's a good point, I will try that next time",Conversational Acknowledgment,1.0,False,2,lost
p528,"that's a good point, I will try that next time",Metacomment,0.6666666666666666,False,2,lost
p528,so do you suggest I not go for the move that will necessarily give me the most gains in one single move?,Common Ground Question,0.6666666666666666,False,3,lost
p528,"ok, I will hopefully do better next time",Think Aloud,0.6666666666666666,False,4,lost
p528,"ok, I will hopefully do better next time",Conversational Acknowledgment,0.6666666666666666,False,4,lost
p798,I'm thinking of playing C8,Think Aloud,1.0,False,0,lost
p798,I'm unfamiliar with the game. Could you suggest a better move?,Metacomment,1.0,False,1,lost
p798,I'm unfamiliar with the game. Could you suggest a better move?,Solution Request,1.0,False,1,lost
p798,"I thought by sandwiching white's counter, it changes it to black?",Think Aloud,0.6666666666666666,False,2,lost
p798,"I thought by sandwiching white's counter, it changes it to black?",Knowledge Deficit Question,0.6666666666666666,False,2,lost
p798,"Oh, i didn't realise it was a continuous line of discs. In that case B7 makes sense I guess.",Think Aloud,1.0,False,3,lost
p798,"Oh, i didn't realise it was a continuous line of discs. In that case B7 makes sense I guess.",Common Ground Question,0.6666666666666666,False,3,lost
p798,"Oh, I thought I selected B7, what happened?",Think Aloud,0.6666666666666666,False,4,lost
p798,"Oh, I thought I selected B7, what happened?",Knowledge Deficit Question,0.6666666666666666,False,4,lost
p798,I think they played A8 and converted my disc,Think Aloud,1.0,False,5,lost
p798,G2?,Common Ground Question,1.0,False,6,lost
p798,Why do those diagonals get flipped?,Knowledge Deficit Question,1.0,False,7,lost
p798,So what's my best move?,Solution Request,1.0,False,8,lost
p707,Is that a good move?,Common Ground Question,1.0,False,0,lost
p707,G2,Think Aloud,0.6666666666666666,False,1,lost
p707,What about b6,Common Ground Question,1.0,False,2,lost
p707,make a suggestion,Solution Request,1.0,False,3,lost
p707,how do I play it,Solution Request,1.0,False,4,lost
p707,I did this twice and added more white pieces,Think Aloud,1.0,False,5,lost
p707,do tell,Solution Request,1.0,False,6,lost
p707,ok now what do i do,Conversational Acknowledgment,1.0,False,7,lost
p707,ok now what do i do,Solution Request,1.0,False,7,lost
p707,now what?,Solution Request,1.0,False,8,lost
p707,how do i get out of this game,Solution Request,0.6666666666666666,False,9,lost
p262,why do the spaces i click turn white?,Knowledge Deficit Question,1.0,False,0,lost
p262,so what is the best move for me right now?,Solution Request,1.0,False,1,lost
p262,"ok, thanks.  Is A3 a good option, or should I pick g2?",Conversational Acknowledgment,1.0,False,2,lost
p262,"ok, thanks.  Is A3 a good option, or should I pick g2?",Common Ground Question,1.0,False,2,lost
p262,what about A1,Common Ground Question,1.0,False,3,lost
p262,A1 or G2?,Common Ground Question,1.0,False,4,lost
p477,will g2 be a good option?,Common Ground Question,1.0,False,0,won
p477,"ok, that makes sense",Conversational Acknowledgment,1.0,False,1,won
p477,"ok, that makes sense",Metacomment,0.6666666666666666,False,1,won
p477,"so if I move to a1, do all the white discs flip?",Common Ground Question,1.0,False,2,won
p477,oh ok.  I have not played this before.  So black can only go where the pale dots are?,Conversational Acknowledgment,1.0,False,3,won
p477,oh ok.  I have not played this before.  So black can only go where the pale dots are?,Knowledge Deficit Question,1.0,False,3,won
p477,"what is my best option here, since I can't play a1?",Solution Request,1.0,False,4,won
p404,Is a7 good? that's my initial thought,Think Aloud,1.0,False,0,lost
p404,Is a7 good? that's my initial thought,Common Ground Question,1.0,False,0,lost
p404,I also like b6,Think Aloud,1.0,False,1,lost
p404,"Oh I see it now, white would take the entire b-row. Ok, I'm pretty sure g2 is a good move because it completes intersecting rows so white can't steal",Think Aloud,1.0,False,2,lost
p404,"Oh I see it now, white would take the entire b-row. Ok, I'm pretty sure g2 is a good move because it completes intersecting rows so white can't steal",Conversational Acknowledgment,1.0,False,2,lost
p404,b6 here surely,Common Ground Question,1.0,False,3,lost
p404,no good options though,Think Aloud,1.0,False,4,lost
p212,is g2 a good move?,Common Ground Question,1.0,False,0,lost
p212,what is the best move for me,Solution Request,1.0,False,1,lost
p212,he took the corner,Think Aloud,1.0,False,2,lost
p212,what is the best move,Solution Request,1.0,False,3,lost
p212,i don't think that was a good move,Think Aloud,0.6666666666666666,False,4,lost
p805,b7?,Common Ground Question,1.0,False,0,won
p805,h1?,Common Ground Question,1.0,False,1,won
p805,b6?,Common Ground Question,1.0,False,2,won
p805,you are right,Conversational Acknowledgment,1.0,False,3,won
p805,help,Solution Request,1.0,False,4,won
p380,Is 2g the best move I can make?,Common Ground Question,1.0,False,0,lost
p380,What is my best move for black here?,Solution Request,1.0,False,1,lost
p380,Is b6 or g2 better now?,Common Ground Question,1.0,False,2,lost
p380,Can I start a new game?,Metacomment,0.6666666666666666,False,3,lost
p380,How do I start a new game?,Knowledge Deficit Question,1.0,False,4,lost
p17,does b8 look the best next move on the board for me to see the game out given my current trailing score?,Common Ground Question,1.0,False,0,lost
p17,so which would you take now?,Solution Request,1.0,False,1,lost
p17,"why, when I clicked b7 did white get the corner?",Knowledge Deficit Question,1.0,False,2,lost
p17,"so why, of all the squares did you sugggest I take it?",Knowledge Deficit Question,0.6666666666666666,False,3,lost
p17,"I took c8, and immediately white gained a lot again. What gives?",Think Aloud,1.0,False,4,lost
p17,"I took c8, and immediately white gained a lot again. What gives?",Knowledge Deficit Question,1.0,False,4,lost
p576,"I'm considering b7, is it a good ove?",Think Aloud,1.0,False,0,lost
p576,"I'm considering b7, is it a good ove?",Common Ground Question,1.0,False,0,lost
p576,how about b6?,Common Ground Question,1.0,False,1,lost
p576,who's winning?,Knowledge Deficit Question,0.6666666666666666,False,2,lost
p576,which move is that?,Knowledge Deficit Question,1.0,False,3,lost
p576,how's the score now?,Knowledge Deficit Question,0.6666666666666666,False,4,lost
p484,Can I mov E8 to C8?,Common Ground Question,1.0,False,0,won
p484,So would it make more sense to to put a blackon B7?,Common Ground Question,1.0,False,1,won
p484,is H1 a good move?,Common Ground Question,1.0,False,2,won
p484,So B6 would change the most number of whites to blacks?,Common Ground Question,1.0,False,3,won
p484,how do i identify what moves would be left for white?,Knowledge Deficit Question,1.0,False,4,won
p530,is g3 a good play,Common Ground Question,1.0,False,0,lost
p530,why did i lose,Knowledge Deficit Question,1.0,False,1,lost
p530,"was it possible to win, or rigged?",Knowledge Deficit Question,1.0,False,2,lost
p530,"for future, what are power positions to hold?",Knowledge Deficit Question,1.0,False,3,lost
p530,ok so aim for corners early on,Think Aloud,1.0,False,4,lost
p530,ok so aim for corners early on,Conversational Acknowledgment,1.0,False,4,lost
p199,I think 6b but is there a better move?,Think Aloud,1.0,False,0,lost
p199,I think 6b but is there a better move?,Solution Request,0.6666666666666666,False,0,lost
p199,Where to next?,Solution Request,1.0,False,1,lost
p199,a7?,Common Ground Question,1.0,False,2,lost
p199,a1?,Common Ground Question,1.0,False,3,lost
p199,ok near the end now. Thanks for your help so far. Which one?,Conversational Acknowledgment,1.0,False,4,lost
p199,ok near the end now. Thanks for your help so far. Which one?,Metacomment,0.6666666666666666,False,4,lost
p199,ok near the end now. Thanks for your help so far. Which one?,Solution Request,1.0,False,4,lost
p233,what about g2?,Common Ground Question,1.0,False,0,lost
p233,what are u suggesting,Solution Request,1.0,False,1,lost
p233,what do you think would be the best next move?,Solution Request,1.0,False,2,lost
p233,i can't choose between b6 and a7,Think Aloud,1.0,False,3,lost
p233,i can't choose between b6 and a7,Common Ground Question,0.6666666666666666,False,3,lost
p233,do you think a1 is a wise choice?,Common Ground Question,1.0,False,4,lost
p602,What would be the optimal move in this scenario?,Solution Request,1.0,False,0,won
p602,"I played b6 and b8 after that, but I lost. Can you explain this?",Think Aloud,1.0,False,1,won
p602,"I played b6 and b8 after that, but I lost. Can you explain this?",Knowledge Deficit Question,1.0,False,1,won
p602,Okay. What positions would have been better in this case?,Conversational Acknowledgment,0.6666666666666666,False,2,won
p602,Okay. What positions would have been better in this case?,Knowledge Deficit Question,0.6666666666666666,False,2,won
p602,Alright. So would something in column c or d be better?,Conversational Acknowledgment,0.6666666666666666,False,3,won
p602,Alright. So would something in column c or d be better?,Common Ground Question,1.0,False,3,won
p602,"Okay, I understand.",Conversational Acknowledgment,1.0,False,4,won
p602,"Okay, I understand.",Metacomment,0.6666666666666666,False,4,won
p642,"Is b6 a good place for me to put my token, as it will trap 3 white tokens?",Common Ground Question,1.0,False,0,lost
p642,"So does it make more sense for me to fill one of those places like a7, b8 or c8?",Common Ground Question,1.0,False,1,lost
p642,So I should go for c9 then?,Common Ground Question,1.0,False,2,lost
p642,"Ok, having now filled c8, what is my next move? It seems to me that it now might be a good idea to play g2?",Conversational Acknowledgment,1.0,False,3,lost
p642,"Ok, having now filled c8, what is my next move? It seems to me that it now might be a good idea to play g2?",Common Ground Question,1.0,False,3,lost
p642,"Ok, having now filled c8, what is my next move? It seems to me that it now might be a good idea to play g2?",Solution Request,0.6666666666666666,False,3,lost
p642,"Ok, I'm assuming after that it would make sense to play a3, or is a1 better?",Think Aloud,0.6666666666666666,False,4,lost
p642,"Ok, I'm assuming after that it would make sense to play a3, or is a1 better?",Conversational Acknowledgment,1.0,False,4,lost
p642,"Ok, I'm assuming after that it would make sense to play a3, or is a1 better?",Common Ground Question,1.0,False,4,lost
p780,Do you think 6b would be a good move?,Common Ground Question,1.0,False,0,lost
p780,what about g2?,Common Ground Question,1.0,False,1,lost
p780,would a7 be better?,Common Ground Question,1.0,False,2,lost
p780,are there disadvantages to c8?,Common Ground Question,0.6666666666666666,False,3,lost
p780,"ok, thanks for helping me through the game",Conversational Acknowledgment,1.0,False,4,lost
p717,"I'm new to this game.  It seems like C8 would be a good move, since it would flip two different white pieces.  Am I wrong?",Think Aloud,0.6666666666666666,False,0,won
p717,"I'm new to this game.  It seems like C8 would be a good move, since it would flip two different white pieces.  Am I wrong?",Common Ground Question,1.0,False,0,won
p717,"I'm new to this game.  It seems like C8 would be a good move, since it would flip two different white pieces.  Am I wrong?",Metacomment,1.0,False,0,won
p717,Okay.  What would be the ideal move here in your opinion?,Conversational Acknowledgment,1.0,False,1,won
p717,Okay.  What would be the ideal move here in your opinion?,Solution Request,1.0,False,1,won
p717,Okay.  Let me give that a try and then ask some questions on the next turn.,Think Aloud,0.6666666666666666,False,2,won
p717,Okay.  Let me give that a try and then ask some questions on the next turn.,Conversational Acknowledgment,1.0,False,2,won
p717,Okay.  Let me give that a try and then ask some questions on the next turn.,Metacomment,1.0,False,2,won
p717,"So if I played A1, it would essentially freeze row 1 and column H, right, since neither of us would be able to flip anything in those rows/columns?",Think Aloud,1.0,False,3,won
p717,"So if I played A1, it would essentially freeze row 1 and column H, right, since neither of us would be able to flip anything in those rows/columns?",Common Ground Question,1.0,False,3,won
p717,Why do some of these squares not have the white dot that makes them eligible for play?,Knowledge Deficit Question,1.0,False,4,won
p717,"Okay, so a move MUST trap at least one opponent disc?",Conversational Acknowledgment,0.6666666666666666,False,5,won
p717,"Okay, so a move MUST trap at least one opponent disc?",Knowledge Deficit Question,1.0,False,5,won
p745,"perfect, please tell me if i understood the rules correctly. If I place a black thingy on c8, the white disc on c7 should turn black, correct?",Conversational Acknowledgment,0.6666666666666666,False,0,won
p745,"perfect, please tell me if i understood the rules correctly. If I place a black thingy on c8, the white disc on c7 should turn black, correct?",Knowledge Deficit Question,0.6666666666666666,False,0,won
p745,"perfect, please tell me if i understood the rules correctly. If I place a black thingy on c8, the white disc on c7 should turn black, correct?",Common Ground Question,0.6666666666666666,False,0,won
p745,"ok, but for example, g2 only flips the white f2 disc, not the whole g line between 2 and 8, since there's no black disc at the end?",Conversational Acknowledgment,0.6666666666666666,False,1,won
p745,"ok, but for example, g2 only flips the white f2 disc, not the whole g line between 2 and 8, since there's no black disc at the end?",Common Ground Question,0.6666666666666666,False,1,won
p745,"whoa, didn't consider diagonals :D it would flip 3 white discs there, but the best move would be to flip b7, then it flips 5 white discs, correct?",Think Aloud,0.6666666666666666,False,2,won
p745,"whoa, didn't consider diagonals :D it would flip 3 white discs there, but the best move would be to flip b7, then it flips 5 white discs, correct?",Common Ground Question,1.0,False,2,won
p745,any recommendation for a good move?,Solution Request,1.0,False,3,won
p745,"what happened now, why is c8 suddenly white?",Knowledge Deficit Question,1.0,False,4,won
p745,so the best way would be to gather corners?,Think Aloud,0.6666666666666666,False,5,won
p745,so the best way would be to gather corners?,Common Ground Question,1.0,False,5,won
p705,where should I play to have the best chance of winning?,Solution Request,1.0,False,0,lost
p705,is a7 a good place to go?,Common Ground Question,1.0,False,1,lost
p705,where is the best place to play to win?,Solution Request,1.0,False,2,lost
p705,is a1 the best move?,Common Ground Question,1.0,False,3,lost
p705,now where is the best move?,Solution Request,1.0,False,4,lost
p155,Would moving to g2 benefit me?,Common Ground Question,1.0,False,0,won
p155,So what would give me the most points? what exactly am I meant to do?,Solution Request,1.0,False,1,won
p155,I don't really understand how this game is played?,Knowledge Deficit Question,1.0,False,2,won
p155,I don't really understand how this game is played?,Metacomment,0.6666666666666666,False,2,won
p155,Ok so what would be the advantage to guarantee I can win?,Conversational Acknowledgment,1.0,False,3,won
p155,Ok so what would be the advantage to guarantee I can win?,Knowledge Deficit Question,0.6666666666666666,False,3,won
p155,So if white is in a corner I could block it in and have it flipped?,Common Ground Question,1.0,False,4,won
p752,"Hi, so I need to decide between g2, b6, a7 and c8. To me, b6 looks like the move since it'll flip over 3 if I'm reading it correctly. Or actually g2 might be the one since it'll flip over 4, maybe 5. What do you think?",Think Aloud,1.0,False,0,won
p752,"Hi, so I need to decide between g2, b6, a7 and c8. To me, b6 looks like the move since it'll flip over 3 if I'm reading it correctly. Or actually g2 might be the one since it'll flip over 4, maybe 5. What do you think?",Common Ground Question,0.6666666666666666,False,0,won
p752,"Hmm but why can white even place in h1. LEt's assume I did g2, does a place disc only potentially flip discs vertically or horizontally?",Think Aloud,0.6666666666666666,False,1,won
p752,"Hmm but why can white even place in h1. LEt's assume I did g2, does a place disc only potentially flip discs vertically or horizontally?",Knowledge Deficit Question,1.0,False,1,won
p752,"Ok yeah I can see why that would be bad then. Um, so in that case, maybe c8 is the way? It seems like the edges are safer than the middle spots.",Think Aloud,1.0,False,2,won
p752,"Ok yeah I can see why that would be bad then. Um, so in that case, maybe c8 is the way? It seems like the edges are safer than the middle spots.",Conversational Acknowledgment,1.0,False,2,won
p752,"Ok yeah I can see why that would be bad then. Um, so in that case, maybe c8 is the way? It seems like the edges are safer than the middle spots.",Common Ground Question,1.0,False,2,won
p752,So I clicked c8 and what just happened?,Think Aloud,0.6666666666666666,False,3,won
p752,So I clicked c8 and what just happened?,Knowledge Deficit Question,1.0,False,3,won
p752,"It looks like b6 is the better choice, g1 seems like a major no",Think Aloud,1.0,False,4,won
p752,Can you tell me? I think b6 leaves them with less openings but I'm not 100% sure on this.,Think Aloud,1.0,False,5,won
p752,Can you tell me? I think b6 leaves them with less openings but I'm not 100% sure on this.,Common Ground Question,1.0,False,5,won
p752,Can you tell me? I think b6 leaves them with less openings but I'm not 100% sure on this.,Solution Request,0.6666666666666666,False,5,won
p632,I want to put a black piece at a1. That seems safe to me.,Think Aloud,1.0,False,0,lost
p632,I want to put a black piece at a1. That seems safe to me.,Common Ground Question,0.6666666666666666,False,0,lost
p632,How about C8?,Common Ground Question,1.0,False,1,lost
p632,Is A7 legal because after I move it turns black?,Common Ground Question,1.0,False,2,lost
p632,I'm having trouble figuring out which step is the smartest.,Metacomment,1.0,False,3,lost
p632,I'm having trouble figuring out which step is the smartest.,Solution Request,0.6666666666666666,False,3,lost
p632,Why are corners desireable?,Knowledge Deficit Question,1.0,False,4,lost
p632,I have to make a move. I guess I'll go with b6.,Think Aloud,1.0,False,5,lost
p635,"Would 2g be the next best move for me, or is there another that's better?",Common Ground Question,1.0,False,0,won
p635,"What's next, b6?",Common Ground Question,1.0,False,1,won
p635,I'm guessing both a1 and h1 would be bad ideas next?,Common Ground Question,1.0,False,2,won
p635,a1 next?,Common Ground Question,0.6666666666666666,False,3,won
p635,h1 now so it'll flip the rest of row 1?,Think Aloud,0.6666666666666666,False,4,won
p635,h1 now so it'll flip the rest of row 1?,Common Ground Question,0.6666666666666666,False,4,won
p460,Hi. I'm thinking of choosing g2,Think Aloud,1.0,False,0,lost
p460,Hi. I'm thinking of choosing g2,Conversational Acknowledgment,1.0,False,0,lost
p460,What about c7,Common Ground Question,1.0,False,1,lost
p460,Oh sorry I meant b7,Common Ground Question,0.6666666666666666,False,2,lost
p460,Oh sorry I meant b7,Metacomment,0.6666666666666666,False,2,lost
p460,What is the final disk count,Knowledge Deficit Question,0.6666666666666666,False,3,lost
p460,How did white win,Knowledge Deficit Question,1.0,False,4,lost
p460,How does making 1 move mean the opponent can gain multiple disks,Knowledge Deficit Question,1.0,False,5,lost
p86,ok,Conversational Acknowledgment,1.0,False,0,won
p86,is g2 a good move?,Common Ground Question,1.0,False,1,won
p86,oh ok,Conversational Acknowledgment,1.0,False,2,won
p86,7a good?,Common Ground Question,1.0,False,3,won
p86,b6?,Common Ground Question,1.0,False,4,won
p86,what is a good move then/,Solution Request,1.0,False,5,won
p86,the game is over? wut,Knowledge Deficit Question,1.0,False,6,won
p86,the game is over? wut,Metacomment,1.0,False,6,won
p268,I'm considering C8. Is that the best move?,Think Aloud,1.0,False,0,lost
p268,I'm considering C8. Is that the best move?,Common Ground Question,1.0,False,0,lost
p268,Is b6 the correct move?,Common Ground Question,1.0,False,1,lost
p268,Is b6 the best move for white?,Common Ground Question,1.0,False,2,lost
p226,Tell me about the position.,Knowledge Deficit Question,0.6666666666666666,False,0,lost
p226,What happens if I play at c8?,Common Ground Question,1.0,False,1,lost
p226,Tell me about playing a7,Common Ground Question,0.6666666666666666,False,2,lost
p226,How about g2?,Common Ground Question,1.0,False,3,lost
p226,I can't stop a1,Think Aloud,1.0,False,4,lost
p578,is B6 a good move?,Common Ground Question,1.0,False,0,lost
p578,Give me a better move,Solution Request,1.0,False,1,lost
p578,any tips on what to do next?,Solution Request,1.0,False,2,lost
p578,what could I have done better,Solution Request,1.0,False,3,lost
p578,Is it good to get a corner early?,Knowledge Deficit Question,1.0,False,4,lost
p658,I’m not sure where to begin.,Metacomment,1.0,False,0,lost
p658,Where should I move now?,Solution Request,1.0,False,1,lost
p658,"Wow, that was great! Where to now?",Conversational Acknowledgment,1.0,False,2,lost
p658,"Wow, that was great! Where to now?",Solution Request,1.0,False,2,lost
p658,I’m not sure about that one. What should I play now?,Metacomment,1.0,False,3,lost
p658,I’m not sure about that one. What should I play now?,Solution Request,1.0,False,3,lost
p658,I think I’m a bit pinned in. Where to next?,Think Aloud,1.0,False,4,lost
p658,I think I’m a bit pinned in. Where to next?,Solution Request,1.0,False,4,lost
p688,Tell me the best place to put my counter in order to win. I only have 4 moves remaining,Solution Request,1.0,False,0,won
p688,Where should I now place my counter for the best possible outcome at the end of the game? I want to flip the most black. Is G2 a good option?,Think Aloud,0.6666666666666666,False,1,won
p688,Where should I now place my counter for the best possible outcome at the end of the game? I want to flip the most black. Is G2 a good option?,Common Ground Question,1.0,False,1,won
p688,Where should I now place my counter for the best possible outcome at the end of the game? I want to flip the most black. Is G2 a good option?,Solution Request,1.0,False,1,won
p688,"What about now? Will G2 be a good option? I only have 2 moves remaining, and 3 options to place!",Think Aloud,1.0,False,2,won
p688,"What about now? Will G2 be a good option? I only have 2 moves remaining, and 3 options to place!",Common Ground Question,1.0,False,2,won
p688,"What about now? Will G2 be a good option? I only have 2 moves remaining, and 3 options to place!",Solution Request,0.6666666666666666,False,2,won
p688,So I should keep working along the edge? Is the edge or the corner best right now?,Common Ground Question,1.0,False,3,won
p688,"So it's now time to flip the most with my last counter, right? That won't be the corner will it?",Common Ground Question,1.0,False,4,won
p688,Corner again?!,Think Aloud,0.3333333333333333,True,5,won
p688,Corner again?!,Conversational Acknowledgment,0.3333333333333333,True,5,won
p688,Corner again?!,Common Ground Question,0.3333333333333333,True,5,won
p616,Please could you advise me on whether g2 would be a good move?,Common Ground Question,1.0,False,0,lost
p616,how about b8?,Common Ground Question,1.0,False,1,lost
p616,how can i stop them getting a1?,Knowledge Deficit Question,0.3333333333333333,True,2,lost
p616,how can i stop them getting a1?,Common Ground Question,0.3333333333333333,True,2,lost
p616,how can i stop them getting a1?,Solution Request,0.3333333333333333,True,2,lost
p616,"there are limited moves left, what do you think i should do?",Think Aloud,0.6666666666666666,False,3,lost
p616,"there are limited moves left, what do you think i should do?",Solution Request,1.0,False,3,lost
p616,could i not play g2 yet as it seems safe?,Common Ground Question,1.0,False,4,lost
p33,is 8c a good move,Common Ground Question,1.0,False,0,won
p33,what is the best move then?,Solution Request,1.0,False,1,won
p33,I just placed a counter in b7 and it gave them the corner - bad advice,Think Aloud,1.0,False,2,won
p33,ignoring you now - yuo're useless,Metacomment,1.0,False,3,won
p33,game ended now,Think Aloud,0.3333333333333333,True,4,won
p33,game ended now,Conversational Acknowledgment,0.3333333333333333,True,4,won
p33,game ended now,Metacomment,0.3333333333333333,True,4,won
p454,i want to move 5a to 7a,Think Aloud,0.6666666666666666,False,0,lost
p454,i did b7 and lost the spot,Think Aloud,1.0,False,1,lost
p454,white cant get a1 or h1,Think Aloud,1.0,False,2,lost
p454,what did i do wrong?,Knowledge Deficit Question,1.0,False,3,lost
p454,ok so i should get the corners first?,Conversational Acknowledgment,1.0,False,4,lost
p454,ok so i should get the corners first?,Common Ground Question,1.0,False,4,lost
p426,why did that not work,Knowledge Deficit Question,1.0,False,0,lost
p426,what would have been more effective,Solution Request,1.0,False,1,lost
